369723,Auchnagatt,Aberdeenshire
368994,Ballater Braemar,Aberdeenshire
369724,Collieston,Aberdeenshire
369055,Tarbert,Argyll and Bute
369009,Coll,Argyll and Bute
369010,Colonsay,Argyll and Bute
369022,Gigha,Argyll and Bute
369027,Inverary,Argyll and Bute
369029,Islay,Argyll and Bute
369042,Mull,Argyll and Bute
369057,Tiree,Argyll and Bute
369048,Rothesay,Argyll and Bute
369352,Brockley,Avon
369252,Chewmagna,Avon
369596,Midsomer Norton Radstock,Avon
369260,Nailsea,Avon
369262,Portishead,Avon
369271,Yatton,Avon
369014,Dalmellington,Ayrshire
369016,Dalry,Ayrshire
369041,Maybole,Ayrshire
369045,Prestwick,Ayrshire
369049,Saltcoats,Ayrshire
369054,Stevenston,Ayrshire
369061,West Kilbride,Ayrshire
368995,Beith Kilbirnie,Ayrshire
369354,Clapham,Bedfordshire
369660,Harlington,Bedfordshire
369702,Shefford,Bedfordshire
369728,Mourne,Belfast
369736,Greater Shankill,Belfast
369597,Datchet,Berkshire
369182,Great Whitley,Berkshire
369589,Kingsclere,Berkshire
369296,Kingsclere Tadley,Berkshire
369590,Lambourn,Berkshire
369648,Crowthorne,Berkshire
369163,Tredegar,Blaenau Gwent
368983,Abertillery,Blaenau Gwent
369131,Bedlinog,Bridgend
369169,Bedwas,Bridgend
369281,Caerphilly Bedwas,Bridgend
369687,Maerdy,Bridgend
369148,Mountain Ash,Bridgend
369686,Porth,Bridgend
369682,Tonypandy,Bridgend
369685,Treherbert,Bridgend
369684,Treorchy,Bridgend
369166,Ystrad Bargoed,Bridgend
369513,Botley,Buckinghamshire
369681,Winchmore Hill,Buckinghamshire
369731,Winstanley,Buckinghamshire
369497,Bourne End,Buckinghamshire
369384,Chatteris Ramsey,Cambridgeshire
369578,Market Deeping,Cambridgeshire
369326,Marsden Meltham,Cambridgeshire
369387,Royston (Cambs),Cambridgeshire
369356,Downham,Cambridgeshire
369141,Llandeilo,Carmarthenshire
369134,Burry Port,Carmarthenshire
369171,Aberaeron,Ceredigion
369150,New Quay,Ceredigion
369284,New Quay Aberaeron,Ceredigion
369164,Tregaron,Ceredigion
369342,Nether,Ceredigion
369537,Appleton Thorn,Cheshire
369090,Bramhall,Cheshire
369593,Bredbury,Cheshire
369091,Bredbury Romiley,Cheshire
369093,Cheadle Gatley,Cheshire
369096,Culcheth,Cheshire
369540,Daresbury,Cheshire
369127,Disley,Cheshire
369538,Grappenhall,Cheshire
369101,Hazel Grove,Cheshire
369102,High Lane,Cheshire
369103,Holmes Chapel,Cheshire
369481,Hoo Pen.,Cheshire
369726,Kelsall,Cheshire
369108,Lymm,Cheshire
369573,Malpas,Cheshire
369560,Manor Park,Cheshire
369542,Preston Brook,Cheshire
369541,Preston on the Hill,Cheshire
369535,Stockton Heath,Cheshire
369725,Tarporley,Cheshire
369574,Tarporley Kelsall,Cheshire
369543,Weaverham,Cheshire
369715,Willington,Cheshire
369177,Cheadle,Cheshire
369097,Dukinfield,Cheshire
369211,Eaglescliffe,Cleveland
369234,Sedgefield,Cleveland
369241,Thornaby,Cleveland
369204,Billingham,Cleveland
369638,Bugle,Cornwall
369615,Burlawn,Cornwall
369608,Canworthy Water,Cornwall
369646,Carludden,Cornwall
369633,Carlyon Bay,Cornwall
369604,Coads Green,Cornwall
369601,Crackington Haven,Cornwall
369611,Egloskerry,Cornwall
369636,Foxhole,Cornwall
369634,Gorran Haven,Cornwall
369305,Isles Of Scilly,Cornwall
369602,Kilkhampton,Cornwall
369609,Langore,Cornwall
369624,Lanivet,Cornwall
369307,Looe,Cornwall
369308,Lostwithiel,Cornwall
369631,Luxulyan,Cornwall
369600,Marhamchurch,Cornwall
369630,Marshgate,Cornwall
369635,Mevagissey,Cornwall
369618,Michaelstow,Cornwall
369625,Nanstallon,Cornwall
369610,North Petherwin,Cornwall
369640,Penwith,Cornwall
369311,Perranporth,Cornwall
369606,Pipers Pool,Cornwall
369617,Port Isaac,Cornwall
369605,South Petherwin,Cornwall
369632,St Blazey,Cornwall
369623,St Breward,Cornwall
369642,St Columb,Cornwall
369641,St Dennis,Cornwall
369616,St Eval,Cornwall
369613,St Issey,Cornwall
369313,St Ives Hayle,Cornwall
369620,St Kew Highway,Cornwall
369619,St Mabyn,Cornwall
369622,St Teath,Cornwall
369621,St Tudy,Cornwall
369643,Stenalees,Cornwall
369628,Tintagel,Cornwall
369314,Torpoint,Cornwall
369612,Tregadillett,Cornwall
369626,Tresparrett,Cornwall
369645,Tywardreath,Cornwall
369607,Warbstow,Cornwall
369639,Roche,Cornwall
369629,Boscastle,Cornwall
369627,Delabole,Cornwall
369739,Andersonstown,County Antrim
369536,Appleton Park,County Antrim
369703,Crumlin,County Antrim
369400,Dundonald,County Antrim
369742,East Antrim,County Antrim
369671,Portglenone,County Antrim
369705,Craigavon,County Armagh
369393,Ballyhalbert,County Down
369394,Ballywalter,County Down
369397,Cloughey,County Down
369389,Comber,County Down
369727,County Down,County Down
369390,Donaghadee,County Down
369392,Greyabbey,County Down
369399,Killinchy,County Down
369395,Kircubbin,County Down
369398,Millisle,County Down
369391,Portaferry,County Down
369396,Portavogie,County Down
369245,Birtley,County Durham
369207,Chester Le Street,County Durham
369287,Chester Le Street Birtley,County Durham
369209,Coxhoe,County Durham
369213,Ferryhill Chilton,County Durham
369218,Lanchester,County Durham
369235,Shildon,County Durham
369237,Spennymoor,County Durham
369239,Stanley Annfield Plain,County Durham
369721,Teesdale,County Durham
369716,Tow Law,County Durham
369242,Trimdon,County Durham
369717,West Auckland,County Durham
369743,Fermanagh,County Fermanagh
369670,Lissan,County Fermanagh
369673,Kilrea,County Londonderry
369672,Swatragh,County Londonderry
369669,Kildress,County Tyrone
369734,Dungannonn,County Tyrone
369668,Coagh,County Tyrone
369562,Ambleside,Cumbria
369202,Aspatria,Cumbria
369565,Grange Over Sands,Cumbria
369025,Gretna Longtown,Cumbria
369567,Kirkbride,Cumbria
369217,Kirkby Stephen,Cumbria
369566,Milnthorpe,Cumbria
369226,Ravenglass,Cumbria
369276,Seascale,Cumbria
369277,Sedbergh Wensleydale,Cumbria
369081,Silloth,Cumbria
369279,Beckermet,Cumbria
369563,Broughton In Furness,Cumbria
369208,Cockermouth,Cumbria
369564,Dalton In Furness,Cumbria
369212,Egremont,Cumbria
369144,Llangollen,Denbighshire
369155,Prestatyn,Denbighshire
369161,St Asaph,Denbighshire
369683,Ystrad,Denbighshire
369175,Castle Donnington,Derbyshire
369345,Chapel-En-Le-Frith,Derbyshire
369373,Claycross,Derbyshire
369343,Hathersage,Derbyshire
369339,Killamarsh,Derbyshire
369375,Ripley (Derbyshire),Derbyshire
369595,Staveley,Derbyshire
369344,Whaley Bridge,Derbyshire
369126,Whaley Bridge Chapel-En-Le-Frith,Derbyshire
369199,Wirksworth,Derbyshire
369745,Nithsdale,Derbyshire
369575,Buckfastleigh,Devon
369301,Bovey Tracey,Devon
369302,Braunton,Devon
369303,Buckfastleigh Ashburton,Devon
369306,Kingsteignton,Devon
369275,Lynmouth,Devon
369259,Lynton,Devon
369309,Moretonhampstead,Devon
369310,Paignton,Devon
369708,Peverell,Devon
369312,Plymstock,Devon
369263,Seaton (Devon),Devon
369232,Seaton (Northumberland),Devon
369603,Whitstone,Devon
369250,Budleigh Salterton,Devon
369255,Cullompton,Devon
369304,Great Torrington,Devon
369720,Bere Regis,Dorset
369256,Gillingham (Dorset),Dorset
369719,Lulworth,Dorset
369267,Sturminster Newton,Dorset
369269,Wimborne Minster,Dorset
369247,Beaminster,Dorset
369063,Whithorn,Dumfries and Galloway
369076,Greenlaw,Dumfries and Galloway
369038,Lockerbie,Dumfries and Galloway
369492,Mill Hill,Dumfries and Galloway
369732,Canonbie,Dumfries and Galloway
368991,Arrochar,Dumfries and Galloway
369015,Dalmuir,Dumfries and Galloway
369013,Dalbeattie,Dumfries and Galloway
369043,Pencaitland,East Lothian
369007,Cockenzie And Port Seton,East Lothian
369419,Burwash,East Sussex
369413,Peacehaven,East Sussex
369414,Polegate,East Sussex
369418,Portslade,East Sussex
369657,Ringmer,East Sussex
369415,Rottingdean,East Sussex
369416,Saltdean,East Sussex
369507,Southwick,East Sussex
369417,Woodingdean,East Sussex
369410,Battle,East Sussex
369046,Queensferry (Edinburgh),Edinburgh
369158,Queensferry (Flint),Edinburgh
369077,North Uist,Eilean Siar
369078,South Uist,Eilean Siar
369376,Barkingside,Essex
369429,Brightlingsea,Essex
369666,Castle Point,Essex
369582,Collier Row,Essex
369431,East Bergholt,Essex
369583,Gidea Park,Essex
369584,Harold Hill,Essex
369379,Havering Atte Bower,Essex
369495,Maldon (Essex),Essex
369586,Ockendon,Essex
369587,Purfleet,Essex
369496,Purfleet Thurrock,Essex
369585,Rainham,Essex
369665,Southend-on-Sea,Essex
369388,Stansted Mountfitchet,Essex
369434,Tiptree,Essex
369435,West Mersea,Essex
369494,Burnham On Crouch,Essex
369430,Clacton,Essex
369433,Frinton On Sea,Essex
369385,Great Dunmow,Essex
368992,Auchtermuchty,Fife
369018,Earlsferry,Fife
369032,Ladybank,Fife
369044,Pittenweem,Fife
369052,St Monans,Fife
369056,Tayport,Fife
369002,Burntisland,Fife
369011,Cowdenbeath,Fife
369028,Inverkeithing,Fife
369065,Newport-On-Tay,Fife
369248,Bishop's Cleeve,Gloucestershire
369178,Chipping Camden,Gloucestershire
369069,Knightsbridge,Gloucestershire
369274,Lechlade,Gloucestershire
369189,Moreton In The Marsh,Gloucestershire
369261,Northleach,Gloucestershire
369266,Stonehouse,Gloucestershire
369273,Yate,Gloucestershire
369444,Clapton,Gloucestershire
369688,Alperton,Greater London
369349,Balham,Greater London
369350,Battersea,Greater London
369704,Becontree Heath,Greater London
369351,Bermondsey,Greater London
369718,Bethnal Green,Greater London
369440,Bromley Common,Greater London
369485,Burnt Oak,Greater London
369443,Canning Town,Greater London
369353,Catford,Greater London
369377,Chingford,Greater London
369487,Colindale,Greater London
369488,Cricklewood,Greater London
369355,Deptford,Greater London
369689,Dollis Hill,Greater London
369085,Audenshaw Droylsden,Greater Manchester
369124,Walkden,Greater Manchester
369082,Abram,Greater Manchester
369130,Barmouth,Gwynedd
369132,Benllech,Gwynedd
369167,Llanfairfechan,Gwynedd
369579,Llanrwst,Gwynedd
369146,Llanrwst Betws Y Coed,Gwynedd
369147,Menai Bridge,Gwynedd
369152,Penmaenmawr,Gwynedd
369154,Portmadog,Gwynedd
369157,Pwllheli,Gwynedd
369735,Merioneth,Gwynedd
369129,Amlwch,Gwynedd
369580,Betws Y Coed,Gwynedd
369133,Blaenau Ffestiniog,Gwynedd
369136,Criccieth,Gwynedd
369138,Harlech,Gwynedd
369288,Alresford,Hampshire
369516,Bishops Waltham,Hampshire
369512,Boorley Green,Hampshire
369498,Buriton,Hampshire
369478,Bursledon,Hampshire
369504,Clanfield,Hampshire
369499,Corhampton,Hampshire
369526,Cowplain,Hampshire
369511,Curdridge,Hampshire
369502,Denmead,Hampshire
369520,Droxford,Hampshire
369521,East Meon,Hampshire
369290,Fawley,Hampshire
369505,Finchdean,Hampshire
369291,Hamble Bursledon,Hampshire
369503,Hambledon,Hampshire
369292,Hayling Island,Hampshire
369293,Hedge End,Hampshire
369294,Horndean,Hampshire
369295,Hythe (Hants),Hampshire
369527,Idsworth,Hampshire
369515,Lower Upham,Hampshire
369525,Meonstoke,Hampshire
369696,Mere,Hampshire
369297,Portchester,Hampshire
369506,Rowlands Castle,Hampshire
369510,Shedfield,Hampshire
369424,Sheen,Hampshire
369524,Sheet,Hampshire
369528,Shirrell Heath,Hampshire
369519,Soberton,Hampshire
369518,Soberton Heath,Hampshire
369517,Swanmore,Hampshire
369591,Tadley,Hampshire
369523,Titchfield Common,Hampshire
369298,Totton,Hampshire
369500,Waltham Chase,Hampshire
369501,Warnford,Hampshire
369299,Waterlooville,Hampshire
369522,West Meon,Hampshire
369508,Boarhunt,Hampshire
369289,Brockenhurst,Hampshire
369280,Bromyard,Herefordshire
369139,Hay On Wye,Herefordshire
369201,Linley Green,Herefordshire
369557,Moreton,Herefordshire
369486,Cockfosters,Hertfordshire
369453,Elstree,Hertfordshire
369432,Eye,Hertfordshire
369456,Kings Langley Abbots Langley,Hertfordshire
369539,Latchford,Hertfordshire
369457,Redbourn,Hertfordshire
369637,St Stephen,Hertfordshire
369458,Wheathampstead,Hertfordshire
369709,Chipping,Hertfordshire
369692,Knebworth,Hertfordshire
368989,Anaheilt,Highland
369004,Canna,Highland
369019,Eigg,Highland
369047,Rhum,Highland
368997,Bonar Bridge,Highland
369070,Lairg (Highland),Highland
369026,Helmsdale,Highland
369040,Mallaig,Highland
369051,Spean Bridge,Highland
369021,Fort Augustus,Highland
368988,Alness,Highland
369066,Invergordon,Highland
369031,Kyle Of Lochalsh,Highland
369473,Bembridge,Isle of Wight
369474,Newport (I O W),Isle of Wight
369475,Ryde (I O W),Isle of Wight
369476,Sandown (I O W),Isle of Wight
369477,Totland,Isle of Wight
369438,Barnehurst,Kent
369647,Eynsford,Kent
369469,Gillingham (Kent),Kent
369441,Hayes (Kent),Kent
369470,Hythe (Kent),Kent
369484,Isle of Grain,Kent
369592,Royal Tunbridge Wells,Kent
369471,Sheppey,Kent
369482,Snodland,Kent
369442,St Pauls Cray,Kent
369746,Swale,Kent
369483,Swanscombe,Kent
369747,Thanet,Kent
369463,Walsham,Kent
369748,Westcombe Park,Kent
369472,Westgate On Sea,Kent
369614,Whitecross,Kent
369468,Broadstairs,Kent
369083,Ashton In Makerfield,Lancashire
369084,Aspull,Lancashire
369086,Bacup,Lancashire
369087,Bamber Bridge,Lancashire
369088,Billinge,Lancashire
369089,Blackburn (Lancs),Lancashire
369092,Chadderton,Lancashire
369094,Chorley Adlington,Lancashire
369098,Failsworth,Lancashire
369710,Goosnargh,Lancashire
369588,Goring,Lancashire
369099,Great Harwood,Lancashire
369711,Grimsargh,Lancashire
369183,Hagley,Lancashire
369100,Haslingden,Lancashire
369480,Heysham,Lancashire
369104,Irlam,Lancashire
369105,Kearsley,Lancashire
369324,Kirkby Lonsdale,Lancashire
369106,Little Lever,Lancashire
369107,Littleborough,Lancashire
369110,Milnrow,Lancashire
369112,Orrell,Lancashire
369113,Padiham,Lancashire
369128,Partington,Lancashire
369691,Pendlebury,Lancashire
369114,Poulton Le Fylde,Lancashire
369115,Preesall,Lancashire
369116,Ramsbottom,Lancashire
369712,Ribchester,Lancashire
369117,Royton,Lancashire
369118,Saddleworth,Lancashire
369231,Saltburn And Skelton,Lancashire
369730,Shevington,Lancashire
369119,Swinton Pendlebury,Lancashire
369120,Thornton Cleveleys,Lancashire
369121,Tottington,Lancashire
369122,Tyldesley,Lancashire
369123,Uppermill Delph,Lancashire
369125,Westhoughton,Lancashire
369534,Whalley,Lancashire
369749,Wythenshawe,Lancashire
369479,Carnforth,Lancashire
369095,Crompton Shaw,Lancashire
369109,Lytham St Annes,Lancashire
369190,Oadby Wigston,Leicestershire
369568,Caistor,Lincolnshire
369461,Holbeach,Lincolnshire
369664,Silvertown,London - Barking & Dagenham
369489,East Finchley,London - Barnet
369447,Finchley,London - Barnet
369490,Friern Barnet,London - Barnet
369491,Golders Green,London - Barnet
369008,Coldstream,London - Barnet
369369,Thamesmead,London - Bexley
369439,Blackfen,London - Bexley
369690,Harlesden,London - Brent
369533,Willesden,London - Brent
369360,Mottingham,London - Bromley
369364,Penge,London - Bromley
369658,Kentish Town,London - Camden
369652,Tufnell Park,London - Camden
369450,London City,London - City of London
369576,Marylebone,London - City of Westminster
369428,Sanderstead,London - Croydon
369445,Ealing,London - Ealing
369530,Hanwell,London - Ealing
369680,Palmers Green,London - Enfield
369644,Par,London - Enfield
369348,Abbey Wood,London - Greenwich
369365,Plumstead,London - Greenwich
369451,Stoke Newington,London - Hackney
369594,Fulham,London - Hammersmith and Fulham
369532,Shepherds Bush,London - Hammersmith and Fulham
369529,Hammersmith,London - Hammersmith and Fulham
369649,Finsbury Park,London - Haringay
369650,Harringay,London - Haringay
369651,Hornsey,London - Haringay
369653,Wood Green,London - Haringay
369493,Muswell Hill,London - Haringey
369454,Harrow Weald,London - Harrow
369581,Ardleigh Green,London - Havering
369661,Hayes (Middx),London - Hillingdon
369455,Hillingdon,London - Hillingdon
369531,Heston,London - Hounslow
369420,Ashford (Middx),London - Hounslow
369408,Tolworth,London - Kingston
369357,Herne Hill,London - Lambeth
369358,Kennington,London - Lambeth
369359,Lambeth,London - Lambeth
369368,Streatham,London - Lambeth
369361,New Cross,London - Lewisham
369421,Raynes Park,London - Merton
369446,East Ham,London - Newham
369448,Forest Gate,London - Newham
369452,West Ham,London - Newham
369383,Goodmayes,London - Redbridge
369378,Hainault,London - Redbridge
369380,Seven Kings,London - Redbridge
369382,Wanstead,London - Redbridge
369366,Rotherhithe,London - Southwark
369363,Peckham,London - Southwark
369367,Southwark,London - Southwark
369744,Southwark (London),London - Southwark
369663,Wapping,London - Tower Hamlets
369561,Whitechapel,London - Tower Hamlets
369449,Leyton Leytonstone,London - Waltham Forest
369381,Walthamstow,London - Waltham Forest
369423,Roehampton,London - Wandsworth
369598,Southfields,London - Wandsworth
369370,Tooting,London - Wandsworth
369371,Wandsworth,London - Wandsworth
369577,St Johns Wood,London - Westminister
369659,Westminister (London),London - Westminister
369554,Aintree,Merseyside
369558,Haydock,Merseyside
369556,Litherland,Merseyside
369111,Newton Le Willows Haydock,Merseyside
369034,Lasswade,Midlothian
369036,Loanhead,Midlothian
369168,Newbridge,Midlothian
369060,Uphall Newbridge,Midlothian
369000,Borthwick,Midlothian
368984,Blaenavon,Monmouthshire
369160,Risca,Monmouthshire
368985,Usk,Monmouthshire
369135,Caldicot,Monmouthshire
369740,Banffshire,Moray
369064,MacDuff,Moray
369058,Tomintoul,Moray
369005,Charlestown Of Abelour,Moray
369039,Lossiemouth,Moray
369137,Gorseinon,West Glamorgan
369149,Mumbles,West Glamorgan
369151,Newport (Newport),Newport
369466,Attleborough,Norfolk
369460,Fakenham,Norfolk
369467,Sheringham,Norfolk
369464,Wells (Norfolk),Norfolk
369465,Wymondham,Norfolk
369654,Wymondham Attleborough,Norfolk
369459,Dereham,Norfolk
369462,Kings Lynn,Norfolk
368990,Arran,North Ayrshire
368993,Baillieston,North Lanarkshire
369003,Cambuslang,North Lanarkshire
369006,Chryston,North Lanarkshire
369030,Kippen Balfron,North Lanarkshire
369033,Larkhall,North Lanarkshire
369050,Shotts,North Lanarkshire
369075,Uddingston,North Lanarkshire
369059,Uddingston Bothwell,North Lanarkshire
369220,Leyburn Bedale,North Yorkshire
369222,Marske,North Yorkshire
369228,Richmond  (Yorks),North Yorkshire
369227,Richmond (Yorks),North Yorkshire
369072,Settle,North Yorkshire
369240,Stokesley,North Yorkshire
369333,Thirsk,North Yorkshire
369316,Boroughbridge,North Yorkshire
369330,Sherburn-In-Elmet,North Yorkshire
369224,Otterburn,North Yorkshire
369674,Desborough,Northamptonshire
369699,Irthlingborough,Northamptonshire
369675,Raunds,Northamptonshire
369676,Rushden,Northamptonshire
369677,Thrapston,Northamptonshire
369079,Belford Wooler,Northumberland
369214,Haydon Bridge,Northumberland
369223,Newbiggin By The Sea,Northumberland
369225,Prudhoe,Northumberland
369233,Seaton Valley,Northumberland
369694,Wooler,Northumberland
369693,Belford,Northumberland
369203,Bedlington,Northumberland
369210,Cramlington,Northumberland
369080,Haltwhistle,Northumberland
369372,Beeston,Nottinghamshire
369548,Radcliffe On Trent,Nottinghamshire
369701,Radcliffe-on-Trent,Nottinghamshire
369700,Gamston,Nottinghamshire
369667,General,Nottinghamshire
369186,Keyworth,Nottinghamshire
369545,Kirkby In Ashfield,Nottinghamshire
369546,Newark Upon Trent,Nottinghamshire
369547,Ollerton,Nottinghamshire
369713,Pinxton,Nottinghamshire
369374,Pinxton Selston,Nottinghamshire
369552,Rainworth,Nottinghamshire
369549,Ravenshead,Nottinghamshire
369193,Ruddington,Nottinghamshire
369714,Selston,Nottinghamshire
369550,Shirebrook,Nottinghamshire
369551,West Bridgford,Nottinghamshire
369176,Charlbury,Oxfordshire
369346,Eynsham,Oxfordshire
369347,Steeple Aston,Oxfordshire
369599,Henley,Oxfordshire
369170,Goodwick,Pembrokeshire
369569,Narberth Whitland,Pembrokeshire
369037,Lochearnhead,Perth and Kinross
368987,Aberfeldy,Perth and Kinross
369012,Crianlarich,Perth and Kinross
369143,Llanfyllin,Powys
369145,Llanidloes,Powys
369283,Llanidloes Rhayader,Powys
369156,Presteigne,Powys
369140,Knighton,Powys
368981,Bridge Of Weir,Renfrewshire
369001,Bridge Of Weir Houston,Renfrewshire
369023,Gourock,Renfrewshire
368982,Kilmacolm,Renfrewshire
369071,Lauder,Scottish Borders
369219,Lauder G,Scottish Borders
369035,Lauder Greenlaw,Scottish Borders
369244,reenlaw,Scottish Borders
369020,Eyemouth,Scottish Borders
369733,Newcastleton,Scottish Borders
369073,Shetland,Shetland Islands
369571,Newport (Shropshire),Shropshire
369698,Bratton,Shropshire
369570,Ironbridge,Shropshire
369553,Much Wenlock,Shropshire
369315,Shifnal,Shropshire
369572,Wem,Shropshire
369165,Whitchurch,Shropshire
369282,Church Stretton,Shropshire
369729,Shoreditch,Somerset
369265,South Petherton Martock,Somerset
369268,Wells (Somerset),Somerset
369706,Wiveliscombe,Somerset
369272,Bruton,Somerset
369246,Axbridge,Somerset
369251,Castle Cary,Somerset
369707,Churchingford,Somerset
369258,Ilminster,Somerset
369318,Chapeltown,South Yorkshire
369320,Eckington,South Yorkshire
369319,Conisbrough,South Yorkshire
369340,Bolton-Upon-Dearne,South Yorkshire
369328,Royston (South Yorks),South Yorkshire
369332,Stocksbridge Penistone,South Yorkshire
369334,Thorne Hatfield,South Yorkshire
369335,Thurcroft Dinnington,South Yorkshire
369336,Thurnscoe,South Yorkshire
369559,Thurnscoe Bolton-Upon-Dearne,South Yorkshire
369337,Wombwell Darfield,South Yorkshire
369187,Kidsgrove,Staffordshire
369362,Norbury,Staffordshire
369738,Tean,Staffordshire
369174,Burton-Upon-Trent,Staffordshire
368999,Bonnybridge,Stirling
369053,Stenhousemuir,Stirling
369017,Denny,Stirling
369024,Grangemouth,Stirling
369386,Lakenheath,Suffolk
369436,Wickham Market,Suffolk
369544,Wilderspool,Suffolk
369425,Shepperton,Surrey
369426,Sunbury On Thames,Surrey
369068,East Horsley,Surrey
369403,Fetcham,Surrey
369404,Lightwater,Surrey
369405,Molesey,Surrey
369406,Oxshott,Surrey
369422,Richmond (Surrey),Surrey
369401,Bagshot,Surrey
369427,Godstone,Surrey
369153,Pontardulais,Swansea
369162,Swansea Valley,Swansea
369142,Llanfair,The Vale of Glamorgan
368986,Abersychan,Torfaen
369285,Pontypool Abersychan,Torfaen
369206,Boldon,Tyne and Wear
369286,Boldon Whitburn,Tyne and Wear
369205,Blaydon,Tyne and Wear
369216,Hetton Le Hole,Tyne and Wear
369221,Longbenton,Tyne and Wear
369229,Rowlands Gill,Tyne and Wear
369230,Ryton,Tyne and Wear
369236,Shiremoor,Tyne and Wear
369238,Stamfordham Ponteland,Tyne and Wear
369278,Tynemouth North Shields,Tyne and Wear
369243,Whitburn (Tyne & Wear),Tyne and Wear
369215,Hebburn,Tyne and Wear
369188,Market Bosworth,Warwickshire
369192,Royal Leamington Spa,Warwickshire
369194,Shipston On Stour,Warwickshire
369195,Southam,Warwickshire
369197,Stratford On Avon,Warwickshire
368996,Blackburn (Edinburgh),West Lothian
369062,Whitburn,West Lothian
368998,Bo'ness,West Lothian
369172,Albrighton,West Midlands
369173,Balsall Common,West Midlands
369180,Dorridge,West Midlands
369184,Henley In Arden,West Midlands
369662,Sandwell,West Midlands
369200,Wombourn,West Midlands
369411,Cuckfield,West Sussex
369656,Ditchling,West Sussex
369412,Hurstpierpoint,West Sussex
369555,Huyton Roby,West Sussex
369407,Petworth,West Sussex
369737,Shoreham-by-Sea,West Sussex
369402,Billingshurst,West Sussex
369437,Denholme,West Yorkshire
369317,Bramhope,West Yorkshire
369323,Horsforth,West Yorkshire
369509,Hundred Acres,West Yorkshire
369067,Baildon,West Yorkshire
369321,Elland,West Yorkshire
369322,Featherstone,West Yorkshire
369325,Knottingley,West Yorkshire
369678,Liversedge,West Yorkshire
369341,Middlestown,West Yorkshire
369327,Ripponden,West Yorkshire
369329,Shelf,West Yorkshire
369074,Silsden Crosshills,West Yorkshire
369331,Skelmanthorpe,West Yorkshire
369679,Spen Valley,West Yorkshire
369409,Thornton Denholme,West Yorkshire
369338,Yeadon Guiseley,West Yorkshire
369741,Calderdale,West Yorkshire
369249,Bradford On Avon,Wiltshire
369253,Corsham Box,Wiltshire
369254,Cricklade,Wiltshire
369514,Durley,Wiltshire
369257,Highworth,Wiltshire
369697,Shrewton,Wiltshire
369264,Shrivenham,Wiltshire
369270,Wootton Bassett,Wiltshire
369695,Wylye,Wiltshire
369185,Inkberrow,Worcestershire
369198,Upton Upon Severn,Worcestershire
369179,Cleobury Mortimer,Worcestershire
369181,Great Malvern,Worcestershire
369191,Pershore,Worcestershire
369196,Stourport On Severn,Worcestershire
369159,Rhosllanerchrugog,Wrexham
